id	treenum	term
D020191	C10.228.140.490.375.130.650	Myoclonic Epilepsies, Progressive
D020192	C10.228.140.490.375.130.650.500	Lafora Disease
D020194	C10.228.140.490.375.130.650.900	Unverricht-Lundborg Syndrome
D020195	C10.228.140.490.450	Epilepsy, Reflex
D020196	C10.900	Trauma, Nervous System
D020197	C10.900.300.675	Head Injuries, Penetrating
D020198	C10.228.140.300.535.450	Intracranial Hemorrhage, Traumatic
D020199	C10.228.140.300.535.450.400.050	Hematoma, Subdural, Acute
D020200	C10.228.140.300.535.450.400.120	Hematoma, Subdural, Chronic
D020201	C10.228.140.199.275	Brain Hemorrhage, Traumatic
D020202	C10.228.140.199.275.300	Cerebral Hemorrhage, Traumatic
D020203	C10.228.140.199.275.200	Brain Stem Hemorrhage, Traumatic
D020204	C10.900.300.918.300	Skull Fracture, Depressed
D020205	C10.900.300.918.150	Skull Fracture, Basilar
D020206	C10.228.140.300.535.450.650	Subarachnoid Hemorrhage, Traumatic
D020207	C10.597.606.358.800.200.200	Coma, Post-Head Injury
D020208	C10.228.140.140.127	Brain Injury, Chronic
D020209	C10.292.262	Cranial Nerve Injuries
D020210	C10.228.854.770.500	Central Cord Syndrome
D020211	C10.177.090	Autonomic Dysreflexia
D020212	C10.228.140.300.200.345	Carotid Artery Injuries
D020214	C10.228.140.300.350	Cerebrovascular Trauma
D020215	C10.228.140.300.200.345.300	Carotid Artery, Internal, Dissection
D020216	C10.228.140.300.200.480	Carotid-Cavernous Sinus Fistula
D020217	C10.228.140.300.350.875	Vertebral Artery Dissection
D020220	C07.465.299.500	Facial Nerve Injuries
D020221	C10.292.262.750	Optic Nerve Injuries
D020222	C10.292.150.100	Abducens Nerve Injury
D020225	C10.228.140.300.525.425.500.750	Sagittal Sinus Thrombosis
D020226	C10.228.140.300.525.425.500.375	Cavernous Sinus Thrombosis
D020227	C10.228.140.300.525.425.500.562	Lateral Sinus Thrombosis
D020230	C25.100.875	Serotonin Syndrome
D020232	C10.228.140.380.326	Kluver-Bucy Syndrome
D020233	C10.597.404	Gait Disorders, Neurologic
D020234	C10.597.350.090.750	Gait Ataxia
D020235	C10.597.404.400	Gait Apraxia
D020236	C10.228.140.060	Amnesia, Transient Global
D020237	C10.597.606.150.500.300.200.100	Alexia, Pure
D020238	C10.597.606.762.100.650	Prosopagnosia
D020240	C10.597.606.881.350.200	Apraxia, Ideomotor
D020241	C02.081.355.677	Encephalomyelitis, Western Equine
D020242	C02.081.355.177	Encephalomyelitis, Eastern Equine
D020243	C10.228.140.300.150.477.200.400	Infarction, Anterior Cerebral Artery
D020244	C10.228.140.300.150.477.200.450	Infarction, Middle Cerebral Artery
D020246	C14.907.355.830.925	Venous Thrombosis
D020250	C23.550.767.859	Postoperative Nausea and Vomiting
D020252	C06.405.748.280	Gastric Antral Vascular Ectasia
D020254	C07.793.710	Tooth Ankylosis
D020255	C11.980	Vitreous Detachment
D020256	C11.941.160.244	Choroidal Neovascularization
D020257	C23.300.985	Ventricular Remodeling
D020258	C10.720	Neurotoxicity Syndromes
D020260	C10.720.475	Heavy Metal Poisoning, Nervous System
D020261	C10.720.475.150	Arsenic Poisoning
D020262	C10.720.475.600	Mercury Poisoning, Nervous System
D020263	C10.720.475.400	Lead Poisoning, Nervous System
D020264	C10.720.475.400.700	Lead Poisoning, Nervous System, Childhood
D020265	C10.720.475.400.350	Lead Poisoning, Nervous System, Adult
D020267	C10.228.140.079.862.800.300	MPTP Poisoning
D020268	C10.720.112	Alcohol-Induced Disorders, Nervous System
D020269	C10.668.829.800.050	Alcoholic Neuropathy
D020270	C10.597.742.143	Alcohol Withdrawal Seizures
D020271	C10.574.500	Heredodegenerative Disorders, Nervous System
D020274	C10.114	Autoimmune Diseases of the Nervous System
D020275	C10.114.750.100	Guillain-Barre Syndrome
D020277	C10.114.750.175	Polyradiculoneuropathy, Chronic Inflammatory Demyelinating
D020278	C10.114.375	Demyelinating Autoimmune Diseases, CNS
D020279	C10.228.140.163.100.362	Hereditary Central Nervous System Demyelinating Diseases
D020288	C04.588.614.250.195.205.200.500	Papilloma, Choroid Plexus
D020293	C10.114.875	Vasculitis, Central Nervous System
D020294	C10.668.758.800	Myasthenic Syndromes, Congenital
D020295	C04.588.614.250.195.411.100	Brain Stem Neoplasms
D020299	C10.228.140.300.535.325	Intracranial Hemorrhage, Hypertensive
D020300	C10.228.140.300.535	Intracranial Hemorrhages
D020301	C10.228.140.300.900	Vasospasm, Intracranial
D020306	C01.252.410.040.552.846.570	Tuberculosis, Central Nervous System
D020314	C01.703.181	Central Nervous System Fungal Infections
D020315	C20.543.600	Latex Hypersensitivity
D020323	C10.597.350.700	Tics
D020324	C10.597.606.525.100.075	Amnesia, Anterograde
D020325	C10.228.140.546.399.750.250	Migraine with Aura
D020326	C10.228.140.546.399.750.450	Migraine without Aura
D020329	C10.228.662.350	Essential Tremor
D020330	C02.256.466.087	Bell Palsy
D020331	C07.465.299.825	Mobius Syndrome
D020333	C10.292.562.900	Tolosa-Hunt Syndrome
D020335	C10.597.636.500	Paraparesis
D020336	C10.597.636.500.500	Paraparesis, Spastic
D020338	C09.218.807.800.837	Vestibular Neuronitis
D020339	C04.557.465.625.600.380.795	Optic Nerve Glioma
D020343	C10.228.140.631.500	Hypertensive Encephalopathy
D020345	C06.405.205.596.700	Enterocolitis, Necrotizing
D020347	C23.550.537	Lithiasis
D020361	C04.588.614.550	Paraneoplastic Syndromes, Nervous System
D020362	C04.588.614.550.650	Paraneoplastic Cerebellar Degeneration
D020363	C04.588.614.550.450	Limbic Encephalitis
D020364	C04.588.614.550.700	Paraneoplastic Polyneuropathy
D020370	C05.550.114.606.500	Osteoarthritis, Knee
D020371	C10.228.140.163.100.362.775	Pelizaeus-Merzbacher Disease
D020385	C10.597.613.650	Myokymia
D020386	C05.651.392	Isaacs Syndrome
D020388	C05.651.534.500.300	Muscular Dystrophy, Duchenne
D020389	C05.651.534.500.350	Muscular Dystrophy, Emery-Dreifuss
D020391	C05.651.534.500.400	Muscular Dystrophy, Facioscapulohumeral
D020417	C10.292.562.675.300	Nystagmus, Congenital
D020421	C10.292.887	Vagus Nerve Diseases
D020422	C10.668.829.500	Mononeuropathies
D020423	C10.668.829.500.500	Median Neuropathy
D020424	C10.668.829.500.850	Ulnar Neuropathies
D020425	C10.668.829.500.650	Radial Neuropathy
D020426	C10.668.829.500.675	Sciatic Neuropathy
D020427	C10.668.829.500.600	Peroneal Neuropathies
D020428	C10.668.829.500.200	Femoral Neuropathy
D020429	C10.668.829.500.700	Tibial Neuropathy
D020430	C10.668.829.500.850.200	Cubital Tunnel Syndrome
D020431	C10.292.650	Olfactory Nerve Diseases
D020432	C10.292.850	Trochlear Nerve Diseases
D020433	C07.465.299.625.500	Trigeminal Nerve Diseases
D020434	C10.292.150	Abducens Nerve Diseases
D020435	C10.292.450	Glossopharyngeal Nerve Diseases
D020436	C10.292.175	Accessory Nerve Diseases
D020437	C10.292.525	Hypoglossal Nerve Diseases
D020447	C10.886.659	Parasomnias
D020511	C10.668.758	Neuromuscular Junction Diseases
D020512	C05.651.575.300	Myopathy, Central Core
D020513	C05.651.701.600	Paralysis, Hyperkalemic Periodic
D020514	C05.651.701.450	Hypokalemic Periodic Paralysis
D020516	C10.668.829.100	Brachial Plexus Neuropathies
D020518	C06.552.270	Focal Nodular Hyperplasia
D020520	C10.228.140.300.150.477	Brain Infarction
D020521	C10.228.140.300.775	Stroke
D020522	C04.557.386.480.525	Lymphoma, Mantle-Cell
D020526	C10.228.140.300.150.477.100	Brain Stem Infarctions
D020528	C10.114.375.500.200	Multiple Sclerosis, Chronic Progressive
D020529	C10.114.375.500.600	Multiple Sclerosis, Relapsing-Remitting
D020567	C23.888.144.300	Fetal Weight
D020642	C16.320.565.663.050	Acatalasia
D020720	C10.114.656.300	Myasthenia Gravis, Autoimmune, Experimental
D020721	C10.114.703	Nervous System Autoimmune Disease, Experimental
D020734	C10.228.140.079.862	Parkinsonian Disorders
D020739	C10.228.140.163.100	Brain Diseases, Metabolic, Inborn
D020751	C25.775.100.087	Alcohol-Induced Disorders
D020752	C10.562	Neurocutaneous Syndromes
D020754	C10.228.140.252.190.530	Spinocerebellar Ataxias
D020757	C10.597.751.941.162.125	Amaurosis Fugax
D020758	C10.228.854.785	Spinal Cord Vascular Diseases
D020759	C10.228.854.785.650.100	Anterior Spinal Artery Syndrome
D020760	C10.228.854.785.650	Spinal Cord Ischemia
D020762	C10.228.140.300.150.477.200.475	Infarction, Posterior Cerebral Artery
D020763	C23.300	Pathological Conditions, Anatomical
D020765	C10.228.140.300.510	Intracranial Arterial Diseases
D020766	C10.228.140.300.525.400	Intracranial Embolism
D020767	C10.228.140.300.525.425	Intracranial Thrombosis
D020773	C10.228.140.546	Headache Disorders
D020774	C10.228.140.380.266.299.500	Pick Disease of the Brain
D020779	C10.500.190.800	Sinus Pericranii
D020785	C10.500.190	Central Nervous System Vascular Malformations
D020786	C04.557.645.375.385.500	Hemangioma, Cavernous, Central Nervous System
D020787	C04.557.645.375.185	Central Nervous System Venous Angioma
D020788	C10.228.140.617.200	Bardet-Biedl Syndrome
D020790	C12.777.419.135.750	Diabetes Insipidus, Neurogenic
D020792	C07.465.815.497	Salivary Calculi
D020795	C10.597.751.941.661	Photophobia
D020802	C01.539.830.025.325	Epidural Abscess
D020803	C02.182.525.350	Encephalitis, Herpes Simplex
D020804	C02.182.525.400	Encephalitis, Varicella Zoster
D020805	C02.182	Central Nervous System Viral Diseases
D020806	C01.252.200	Central Nervous System Bacterial Infections
D020807	C03.105	Central Nervous System Parasitic Infections
D020808	C03.105.300	Central Nervous System Protozoal Infections
D020809	C03.105.250	Central Nervous System Helminthiasis
D020814	C01.252.200.500.400	Meningitis, Escherichia coli
D020818	C03.105.250.600	Neuroschistosomiasis
D020819	C10.228.228.709	Perimeningeal Infections
D020820	C10.228.662.262	Dyskinesias
D020821	C10.228.662.300	Dystonic Disorders
D020828	C10.597.622.714	Pseudobulbar Palsy
D020833	C10.228.140.199.388.500	Diffuse Axonal Injury
D020852	C01.252.200.450	Lyme Neuroborreliosis
D020857	C05.330.488.300	Hallux Limitus
D020859	C05.330.488.310	Hallux Rigidus
D020863	C04.588.614.250.387	Central Nervous System Cysts
D020879	C10.597.613	Neuromuscular Manifestations
D020886	C10.597.751.791	Somatosensory Disorders
D020896	C23.550.455	Hypovolemia
D020914	C05.651.575	Myopathies, Structural, Congenital
D020915	C10.597.606.525.400	Korsakoff Syndrome
D020918	C10.177.195	Complex Regional Pain Syndromes
D020919	C10.886.425.800	Sleep Disorders, Intrinsic
D020920	C10.886.425	Dyssomnias
D020921	C10.886.659.635	Sleep Arousal Disorders
D020922	C10.886.659.700	Sleep-Wake Transition Disorders
D020923	C10.886.659.633	REM Sleep Parasomnias
D020924	C23.888.942	Urological Manifestations
D020925	C10.228.140.300.150.716	Hypoxia-Ischemia, Brain
D020936	C10.228.140.490.370	Epilepsy, Benign Neonatal
D020937	C10.228.140.490.360.275	Epilepsy, Partial, Sensory
D020938	C10.228.140.490.360.272	Epilepsy, Partial, Motor
D020941	C10.114.656.650	Myasthenia Gravis, Neonatal
D020943	C02.782.815.616.400.048	AIDS Arteritis, Central Nervous System
D020945	C10.114.875.850	Lupus Vasculitis, Central Nervous System
D020953	C01.703.080.537	Neuroaspergillosis
D020955	C10.177.575.550.875	Striatonigral Degeneration
D020961	C10.228.140.079.862.400	Lewy Body Disease
D020964	C13.703.039.711	Embryo Loss
D020966	C05.651.534	Muscular Disorders, Atrophic
D020967	C05.651.662	Myotonic Disorders
D020968	C10.668.829.100.500	Brachial Plexus Neuritis
D020969	C23.550.291	Disease Attributes
D021081	C10.281	Chronobiology Disorders
D021181	C20.543.480.370.150	Egg Hypersensitivity
D021182	C20.543.480.370.850	Wheat Hypersensitivity
D021183	C20.543.480.370.572.750	Peanut Hypersensitivity
D021184	C20.543.480.370.572.500	Nut Hypersensitivity
D021441	C04.557.470.200.025.232.750	Carcinoma, Pancreatic Ductal
D021501	C23.888.592.612.386	Flank Pain
D021782	C12.706.629	Multicystic Dysplastic Kidney
D021821	C01.539.221.500	Communicable Diseases, Emerging
D021865	C03.752.250.410	Isosporiasis
D021866	C03.752.250.280	Cyclosporiasis
D021921	C14.280.484.150.535	Aortic Stenosis, Supravalvular
D021922	C14.280.484.150.070.210	Discrete Subaortic Stenosis
D022124	C23.550.421	Hyperammonemia
D022125	C26.540	Lacerations
D022861	C11.270.040.545.400	Hermanski-Pudlak Syndrome
D023341	C23.888.208	Chills
D023521	C01.252.400.210.250	Chlamydophila Infections
D023903	C14.280.647.250.285.200	Coronary Restenosis
D023921	C14.280.647.250.285	Coronary Stenosis
D023961	C12.706.316.064.249	Gonadal Dysgenesis, 46,XX
D023981	C04.557.337.539.775	Sarcoma, Myeloid
D024182	C23.550.210.645.890	Uniparental Disomy
D024343	C07.793.494.825	Open Bite
D024741	C14.280.238.100.500	Cardiomyopathy, Hypertrophic, Familial
D024801	C10.574.945	Tauopathies
D024821	C18.452.394.968.500.570	Metabolic Syndrome
D025063	C16.131.260	Chromosome Disorders
D025064	C16.131.260.830	Sex Chromosome Disorders
D025241	C05.116.900.853.625	Spondylarthritis
D025242	C05.116.900.853.625.800	Spondylarthropathies
D025861	C15.378.100.100	Blood Coagulation Disorders, Inherited
D025962	C10.500.840	Septo-Optic Dysplasia
D025981	C26.531	Hip Injuries
D026681	C18.654.521.500.133.699.901	Vitamin B 6 Deficiency
D027601	C02.256.721	Polyomavirus Infections
D028226	C16.320.565.176	Amyloidosis, Familial
D028227	C10.574.500.050	Amyloid Neuropathies, Familial
D028243	C10.228.140.163.100.168	Cerebral Amyloid Angiopathy, Familial
D028361	C18.452.660	Mitochondrial Diseases
D028921	C16.320.565.100.620.100	Biotinidase Deficiency
D028922	C16.320.565.100.620.380	Holocarboxylase Synthetase Deficiency
D029021	C02.782.580.600.500.600	Peste-des-Petits-Ruminants
D029241	C10.292.700.225.500.100	Optic Atrophy, Autosomal Dominant
D029242	C10.292.700.225.500.400	Optic Atrophy, Hereditary, Leber
D029424	C08.381.495.389	Pulmonary Disease, Chronic Obstructive
D029461	C10.228.140.163.100.435.810	Sialic Acid Storage Disease
D029481	C08.127.446.567	Bronchitis, Chronic
D029502	C15.378.071.085.080	Anemia, Hypoplastic, Congenital
D029503	C15.378.071.085.080.090	Anemia, Diamond-Blackfan
D029593	C14.280.067.565.440	Jervell-Lange Nielsen Syndrome
D029597	C14.280.067.565.720	Romano-Ward Syndrome
D030243	C02.782.350.675.400	Hemorrhagic Syndrome, Bovine
D030321	C04.557.435.595.220	Denys-Drash Syndrome
D030341	C02.782.600	Nidovirales Infections
D030342	C16.320	Genetic Diseases, Inborn
D030361	C02.256.650	Papillomavirus Infections
D030401	C16.320.565.240	Cytochrome-c Oxidase Deficiency
D030981	C05.116.099.052	Acro-Osteolysis
D031221	C05.550.518.500	Knee Dislocation
D031222	C05.550.518.625	Patellar Dislocation
D031249	C15.604.250.410.224	Erdheim-Chester Disease
D031261	C22.131.728.650	Poult Enteritis Mortality Syndrome
D031300	C11.768.757	Retinal Vasculitis
D031368	C02.256.466.930.750.970	Zoster Sine Herpete
D031845	C05.116.099.052.400	Hajdu-Cheney Syndrome
D031901	C04.557.465.955.416	Gestational Trophoblastic Disease
D031941	C02.782.580.830.450	Hemorrhagic Septicemia, Viral
D031954	C04.557.465.955.207.438	Choriocarcinoma, Non-gestational
D033461	C23.550.449	Hyperuricemia
D034062	C10.228.228.800.392	Insomnia, Fatal Familial
D034081	C10.228.228.800.858	Wasting Disease, Chronic
D034141	C15.378.147.607.500	Hypoalbuminemia
D034161	C01.539.635	Pelvic Infection
D034321	C23.550.425	Hyperamylasemia
D034381	C09.218.458.341	Hearing Loss
D034701	C04.557.450.565.465.500	Mastocytosis, Cutaneous
D034721	C04.557.450.565.465.750	Mastocytosis, Systemic
D034801	C04.557.450.565.465.249	Mastocytoma
D035583	C23.550.291.906	Rare Diseases
D036821	C04.557.450.565.325	Endometrial Stromal Tumors
D036841	C25.723.415.246	Ciguatera Poisoning
D036981	C05.321.600	Fasciitis, Plantar
D036982	C05.116.540.310.600	Heel Spur
D037061	C05.360.500	Metatarsalgia
D037081	C05.360.750	Posterior Tibial Tendon Dysfunction
D037801	C05.330.615	Hammer Toe Syndrome
D038061	C05.660.585.512	Lower Extremity Deformities, Congenital
D038062	C05.660.585.988	Upper Extremity Deformities, Congenital
D038223	C10.900.300.350.300.500	Post-Concussion Syndrome
D038261	C10.228.140.163.100.362.312	Alexander Disease
D038642	C10.900.300.087.850	Shaken Baby Syndrome
D038901	C10.597.606.643.455	Mental Retardation, X-Linked
D038921	C10.597.606.643.455.249	Coffin-Lowry Syndrome
D039141	C05.651.534.500.450	Muscular Dystrophy, Oculopharyngeal
D039682	C02.782.815.616.400.400	HIV-Associated Lipodystrophy Syndrome
D039941	C01.252.410.110	Bifidobacteriales Infections
D040181	C16.320.322	Genetic Diseases, X-Linked
D041441	C11.768.585.865	Retinoschisis
D041761	C06.130.409.178	Cholecystolithiasis
D041781	C23.550.429.500.755	Jaundice, Obstructive
D041881	C06.130.564.263.500	Cholecystitis, Acute
D041882	C06.130.564.263.500.500	Emphysematous Cholecystitis
D042101	C06.130.564.263.249	Acalculous Cholecystitis
D042822	C23.550.362	Genomic Instability
D042882	C06.130.409.633	Gallstones
D042883	C06.130.120.250.174	Choledocholithiasis
D043171	C23.550.210.110	Chromosomal Instability
D043183	C06.405.469.158.272.608	Irritable Bowel Syndrome
D043202	C16.320.565.925	Steroid Metabolism, Inborn Errors
D043204	C16.320.565.925.500	Mineralocorticoid Excess Syndrome, Apparent
D043604	C04.557.465.625.650.700.705.360	Glomus Tympanicum Tumor
D043963	C06.405.469.158.587	Diverticulosis, Colonic
D044148	C15.604.451	Lymphatic Abnormalities
D044225	C01.252.400.719	Piscirickettsiaceae Infections
D044342	C18.654.521	Malnutrition
D044343	C18.654.726	Overnutrition
D044483	C06.405.469.578	Intestinal Polyposis
D044504	C06.405.205.596.750	Enterocolitis, Neutropenic
D044542	C05.660.207.525	LEOPARD Syndrome
D044584	C04.557.470.200.025.232	Carcinoma, Ductal
D044882	C18.452.394	Glucose Metabolism Disorders
D044903	C06.689.150	Congenital Hyperinsulinism
D044904	C16.320.565.202.607	Mannosidase Deficiency Diseases
D044905	C16.320.565.202.607.750	beta-Mannosidosis
D045169	C02.782.600.550.200.750	Severe Acute Respiratory Syndrome
D045262	C23.888.760	Reticulocytosis
D045463	C02.782.580.600.080	Avulavirus Infections
D045464	C02.782.580.600.400	Henipavirus Infections
D045602	C06.405.469.637.887	Steatorrhea
D045723	C06.405.117.136	Diverticulosis, Esophageal
D045724	C01.539.463.199.375.625	Diverticulosis, Stomach
D045729	C01.252.620.540	Pneumonia of Swine, Mycoplasmal
D045743	C17.300.799.602	Scleroderma, Diffuse
D045745	C17.300.799.801	Scleroderma, Limited
D045822	C06.405.469.531.568	Intestinal Volvulus
D045823	C06.405.469.531.492	Ileus
D045824	C01.252.400.260	Desulfovibrionaceae Infections
D045825	C01.252.400.388	Fusobacteriaceae Infections
D045826	C01.252.400.349	Flavobacteriaceae Infections
D045827	C01.252.400.245	Cytophagaceae Infections
D045828	C01.252.400.560	Moraxellaceae Infections
D045888	C04.182.347	Ganglion Cysts
D045908	C02.256.743.615	Monkeypox
D046088	C09.218.458.341.950	Hearing Loss, Unilateral
D046089	C09.218.458.341.849	Hearing Loss, Mixed Conductive-Sensorineural
D046110	C13.703.395	Hypertension, Pregnancy-Induced
D046150	C05.116.099.343.679	Laron Syndrome
D046151	C16.131.894.500	Lingual Thyroid
D046152	C04.557.450.565.370	Gastrointestinal Stromal Tumors
D046248	C06.405.748.340.690.500	Pyloric Stenosis, Hypertrophic
D046290	C01.539.830.025.020.455.730	Liver Abscess, Pyogenic
D046349	C06.552.830.074	Coproporphyria, Hereditary
D046350	C06.552.830.625	Porphyria, Variegate
D046351	C06.552.830.812	Protoporphyria, Erythropoietic
D046449	C23.300.707.374	Hernia, Abdominal
D046548	C05.550.518.192.500	Pubic Symphysis Diastasis
D046589	C10.228.140.300.275.249	CADASIL
D046608	C10.597.350.675	Synkinesis
D046628	C06.130.120.250.098.800	Sphincter of Oddi Dysfunction
D046648	C10.228.140.300.535.450.400.400	Hematoma, Subdural, Intracranial
D046649	C23.550.414.838.700.700	Hematoma, Subdural, Spinal
D046728	C06.405.205.265.173	Colitis, Microscopic
D046729	C06.405.205.265.173.500	Colitis, Collagenous
D046730	C06.405.205.265.173.750	Colitis, Lymphocytic
D046748	C23.550.414.838.355	Hematoma, Epidural, Spinal
D046768	C06.689.150.500	Nesidioblastosis
D046788	C05.550.700	Patellofemoral Pain Syndrome
D046789	C05.182.100	Chondromalacia Patellae
D047268	C16.131.894.500.500	Lingual Goiter
D047489	C21.676	Preconception Injuries
D047508	C06.552.308.500.750.500	Massive Hepatic Necrosis
D047688	C04.182.156	Breast Cyst
D047708	C04.557.450.565.540	Myofibroma
D047728	C11.744.636.500	Myopia, Degenerative
D047748	C10.228.140.617.738.250.725	Pituitary ACTH Hypersecretion
D047808	C12.706.316.129	Adrenogenital Syndrome
D047868	C04.588.894.797.520.933	Pulmonary Sclerosing Hemangioma
D047928	C13.703.420.491.500	Premature Birth
D048070	C13.703.277.677	Fetal Nutrition Disorders
D048089	C01.252.620.530	Pneumonia of Calves, Enzootic
D048090	C08.730.085	Bovine Respiratory Disease Complex
D048550	C06.552.308	Hepatic Insufficiency
D048629	C23.550.210.570	Micronuclei, Chromosome-Defective
D048909	C19.246.099	Diabetes Complications
D048949	C23.888.592.612.451	Labor Pain
D048968	C13.703.407	Morning Sickness
D049068	C05.660.207.707.624	Plagiocephaly, Nonsynostotic
D049188	C13.703.824	Prenatal Injuries
D049248	C26.986.224	Decapitation
D049288	C05.651.534.500.280	Muscular Dystrophies, Limb-Girdle
D049290	C10.228.140.163.100.435.825.300.300.750	Tay-Sachs Disease, AB Variant
D049291	C23.550.470.640	Seroma
D049292	C23.550.522	Leukoaraiosis
D049309	C04.557.470.700.040	Acanthoma
D049310	C05.651.534.500.074	Distal Myopathies
D049328	C04.557.665.560.615.530	Mongolian Spot
D049912	C04.557.470.035.415	Growth Hormone-Secreting Pituitary Adenoma
D049913	C04.557.470.035.012	ACTH-Secreting Pituitary Adenoma
D049914	C18.452.284	DNA Repair-Deficiency Disorders
D049932	C18.452.284.600	Nijmegen Breakage Syndrome
D049950	C19.642.355.239	Hyperparathyroidism, Primary
D049970	C11.270.842	Graves Ophthalmopathy
D050010	C16.320.427	Hyperthyroxinemia, Familial Dysalbuminemic
D050030	C14.280.067.565.070	Andersen Syndrome
D050031	C19.874.871.102.500	Hashimoto Disease
D050032	C13.703.844.714	Postpartum Thyroiditis
D050033	C16.131.894	Thyroid Dysgenesis
D050035	C12.706.316.309.631	Sexual Infantilism
D050072	C22.196.963	White Heifer Disease
D050090	C12.706.316.343	Ovotesticular Disorders of Sex Development
D050171	C18.452.584.500	Dyslipidemias
D050174	C16.320.338	Genetic Diseases, Y-Linked
D050177	C23.888.144.699	Overweight
D050197	C14.907.137.126.307	Atherosclerosis
D050336	C05.116.099.343.796	Mulibrey Nanism
D050379	C14.907.137.126.056	Arteriolosclerosis
D050380	C18.452.174.130.780.500	Monckeberg Medial Calcific Sclerosis
D050398	C04.588.149.030	Adamantinoma
D050488	C05.330.612	Hallux Varus
D050489	C05.330.488.050.500	Bunion, Tailor's
D050497	C13.703.223.650	Stillbirth
D050500	C06.689.750.830	Pancreatitis, Chronic
D050723	C26.404	Fractures, Bone
D050724	C26.411	Fractures, Cartilage
D050738	C03.600	Mesomycetozoea Infections
D050798	C10.228.140.546.399.937.875	SUNCT Syndrome
D050805	C15.604.744.954	Wandering Spleen
D050815	C26.404.195	Fractures, Compression
D051261	C07.465.353	Granulomatosis, Orofacial
D051270	C10.228.140.546.399	Headache Disorders, Primary
D051271	C10.228.140.546.699	Headache Disorders, Secondary
D051298	C10.228.140.546.699.249	Post-Traumatic Headache
D051299	C10.228.140.546.699.124	Post-Dural Puncture Headache
D051302	C10.228.140.546.399.937.750	Paroxysmal Hemicrania
D051303	C10.228.140.546.399.937	Trigeminal Autonomic Cephalalgias
D051346	C23.888.550	Mobility Limitation
D051359	C15.604.250.410.575	Lymphohistiocytosis, Hemophagocytic
D051436	C12.777.419.780.750	Renal Insufficiency, Chronic
D051437	C12.777.419.780	Renal Insufficiency
D051474	C10.668.829.600.550	Neuralgia, Postherpetic
D051516	C12.294.293	Hemospermia
D051527	C04.557.695.607	Odontogenic Tumor, Squamous
D051556	C16.614.451	Hyperbilirubinemia, Neonatal
D051642	C04.557.450.565.590.425	Histiocytoma
D051677	C04.557.450.565.590.425.360	Histiocytoma, Malignant Fibrous
D051799	C23.550.277	Delayed Graft Function
D052016	C06.405.205.798	Mucositis
D052065	C13.351.500.665.656	Vaginismus
D052120	C10.597.606.643.455.562	Glycogen Storage Disease Type IIb
D052159	C12.706.316.096.624	Frasier Syndrome
D052177	C12.777.419.403	Kidney Diseases, Cystic
D052178	C13.703.420.235	Cephalopelvic Disproportion
D052202	C13.351.500.894.500	Hydrocolpos
D052245	C09.218.458.341.186.500.500	Usher Syndromes
D052256	C05.651.869	Tendinopathy
D052439	C18.452.584	Lipid Metabolism Disorders
D052456	C16.320.565.398.500.330	Hypoalphalipoproteinemias
D052476	C18.452.584.500.875.440.750	Hypobetalipoproteinemia, Familial, Apolipoprotein B
D052496	C17.800.849.391.700	Lipodystrophy, Familial Partial
D052497	C16.320.565.398.745	Lipodystrophy, Congenital Generalized
D052516	C10.228.140.163.100.435.825.850	Sulfatidosis
D052517	C10.228.140.163.100.435.825.850.750	Multiple Sulfatase Deficiency Disease
D052536	C10.228.140.163.100.435.825.700.500	Niemann-Pick Disease, Type A
D052537	C10.228.140.163.100.435.825.700.750	Niemann-Pick Disease, Type B
D052556	C10.228.140.163.100.435.825.700.875	Niemann-Pick Disease, Type C
D052582	C05.651.869.816.800	Trigger Finger Disorder
D052776	C13.351	Female Urogenital Diseases
D052798	C12.294.494.136.500	Balanitis Xerotica Obliterans
D052801	C12	Male Urogenital Diseases
D052858	C12.777.829.707	Cystocele
D052878	C12.777.967	Urolithiasis
D052879	C10.228.854.811	Subacute Combined Degeneration
D052880	C01.539.830.767	Pyomyositis
D052919	C10.228.140.163.100.844	Refsum Disease, Infantile
D052958	C04.182.872	Tarlov Cysts
D053018	C12.777.419.307.500	Pyonephrosis
D053039	C12.777.725.938	Ureterolithiasis
D053040	C12.777.419.600	Nephrolithiasis
D053098	C05.116.198.816.875.500	Familial Hypophosphatemic Rickets
D053099	C12.777.419.936.231	Azotemia
D053120	C08.618.749	Respiratory Aspiration
D053158	C23.888.942.343.550	Nocturia
D053159	C23.888.942.343.274	Dysuria
D053201	C12.777.829.866	Urinary Bladder, Overactive
D053202	C12.777.934.852.500	Urinary Incontinence, Urge
D053206	C12.777.934.284.500	Nocturnal Enuresis
D053207	C12.777.934.284.249	Diurnal Enuresis
D053306	C15.378.147.333.249	Hyper-IgM Immunodeficiency Syndrome
D053307	C15.378.147.333.249.500	Hyper-IgM Immunodeficiency Syndrome, Type 1
D053358	C16.131.077.350.198	Ectodermal Dysplasia 1, Anhidrotic
D053359	C16.131.077.350.298	Ectodermal Dysplasia 3, Anhidrotic
D053360	C16.131.077.350.348	Ectodermal Dysplasia, Hypohidrotic, Autosomal Recessive
D053421	C10.668.829.380	Hand-Arm Vibration Syndrome
D053447	C23.550.177	Channelopathies
D053448	C23.888.942.343.600	Prostatism
D053489	C02.256.700.550	Mink Viral Enteritis
D053529	C16.320.850.542	Leukokeratosis, Hereditary Mucosal
